CLIENT_ID,FIRST_NAME,LAST_NAME,BIRTH_DATE,AGE,GENDER,MARITAL_STATUS,EMAIL,PHONE_NUMBER,ADDRESS,CITY,STATE,ZIP_CODE,COUNTRY,OCCUPATION,ANNUAL_INCOME,NET_WORTH_ESTIMATE,RISK_TOLERANCE,FINANCIAL_GOALS,LIFE_EVENT,JOIN_DATE,LAST_UPDATE_TIMESTAMP
CL_699697C981,Michael,Peters,1976-03-24,49,Prefer not to say,Divorced,dunlapbethany@example.net,665-804-0101,22131 Lee Parkway Apt. 039,Garciaville,IN,17635,USA,Marine scientist,102960,9890293,Balanced,"[""Estate Planning"", ""Home Purchase""]",,2021-02-02 13:27:22.488,2022-08-19 21:01:14.270
CL_A44FB3CC72,Eduardo,Porter,1975-12-07,49,Prefer not to say,Widowed,huynhnicole@example.com,309-959-8690x71637,455 Gibson Club,Ricardoville,CT,36584,USA,Prison officer,118103,3865379,Balanced,"[""Home Purchase"", ""Tax Optimization"", ""Retirement Planning""]",,2020-11-06 17:54:01.113,2023-12-06 12:05:19.454
CL_F2C36F1AF2,Melanie,Howard,1998-08-12,26,Prefer not to say,Widowed,seanrodriguez@example.com,2669336673,3175 Michael Way,Jefferytown,OK,95698,USA,Microbiologist,435549,1319652,Balanced,"[""Estate Planning"", ""Home Purchase"", ""Income Generation""]",Job Change,2020-08-26 21:02:06.221,2021-09-19 17:40:48.485
CL_590076417D,Thomas,Perez,1963-06-29,61,Female,Married,wheelerlacey@example.com,001-454-913-9082x4967,68646 Dana Course Apt. 843,Harringtonbury,MP,09011,USA,"Psychotherapist, child",320167,455090,Moderate,"[""Wealth Accumulation"", ""Tax Optimization"", ""Estate Planning""]",,2022-07-25 05:49:50.978,2025-02-12 00:56:32.808
CL_32AADB190E,Tracy,Cantrell,1956-10-05,68,Male,Married,jojames@example.net,001-779-542-2644x720,1666 Wagner Camp Apt. 528,Kellyside,IN,32303,USA,Clinical biochemist,219915,2407784,Aggressive Growth,"[""Estate Planning""]",Birth of Child,2024-07-05 01:52:11.537,2024-09-25 14:26:20.816
CL_5DA7B98C43,James,Johnson,1951-06-09,73,Female,Single,michaela69@example.com,797.772.0192x9232,164 Stone Rapids,Scottchester,NM,40835,USA,Haematologist,89138,6134832,Aggressive Growth,"[""Wealth Accumulation"", ""Tax Optimization""]",Job Change,2021-01-08 07:58:20.634,2023-09-18 15:34:03.248
CL_F3BCAB361D,Michael,Waters,1987-12-24,37,Female,Widowed,xking@example.com,+1-935-467-9045x1092,0122 Rebecca Port Apt. 248,East Jenniferview,RI,94583,USA,Medical physicist,137141,3903831,Balanced,"[""Tax Optimization"", ""Estate Planning""]",Birth of Child,2020-05-31 22:35:46.203,2021-02-07 04:10:14.703
CL_72BBE9D741,Amy,Mckinney,1955-03-12,70,Prefer not to say,Married,sarahhendricks@example.com,+1-553-411-9887,7618 Lisa Walk Suite 149,Hornfurt,WY,02591,USA,Dealer,213665,3201690,Conservative,"[""Home Purchase"", ""Estate Planning""]",,2021-11-02 07:25:47.433,2023-03-25 05:00:31.463
CL_9D588479F7,Chris,Garcia,1997-10-25,27,Male,Widowed,zbeasley@example.com,+1-803-757-2509x16979,3428 Johnson Stream,New Jasonburgh,MD,94788,USA,Fashion designer,492952,4297095,Balanced,"[""Education Funding"", ""Home Purchase""]",Birth of Child,2024-08-22 12:22:07.877,2025-04-04 06:19:57.255
CL_C20DDDAC3F,Christopher,Boyer,1982-11-11,42,Prefer not to say,Divorced,cookmichael@example.com,+1-657-670-7064x3643,8747 Amy Fields,New Laura,MA,16813,USA,Social worker,469229,262422,Balanced,"[""Home Purchase"", ""Retirement Planning""]",Birth of Child,2022-02-05 13:17:46.861,2023-06-13 20:40:44.556
CL_B6EA41E78B,Alexa,Ewing,1968-03-18,57,Other,Married,christophermcdaniel@example.net,001-266-961-2028,82962 Todd Manor,West Amber,ME,92547,USA,Learning mentor,91677,4007731,Balanced,"[""Home Purchase"", ""Income Generation"", ""Retirement Planning""]",,2020-06-25 02:25:09.958,2025-04-08 15:32:18.171
CL_A600A7A333,Amy,Wiley,1973-10-23,51,Male,Married,cfreeman@example.org,899.346.3023,308 Cox Crescent Apt. 302,Valerieborough,NC,84649,USA,Control and instrumentation engineer,287877,7403701,Conservative,"[""Estate Planning"", ""Retirement Planning""]",,2021-03-24 03:13:03.786,2021-12-04 18:55:29.079
CL_B649A7D165,Christine,Wallace,1974-02-21,51,Female,Single,michaelsanders@example.org,2027117413,224 Stephanie Light,Nicholashaven,WA,73679,USA,Biomedical engineer,402412,5339330,Growth,"[""Home Purchase"", ""Estate Planning""]",,2023-03-26 21:24:49.998,2023-09-16 21:10:30.056
CL_0CD2A1AF66,Chris,Calderon,1979-03-01,46,Female,Widowed,adamhart@example.net,(465)767-5254x32389,67974 Brooks Roads,New Brandon,PA,88349,USA,Music therapist,328138,3164880,Growth,"[""Income Generation""]",Job Change,2024-03-18 15:01:22.649,2024-04-01 09:12:36.425
CL_67D67DEB89,William,Robinson,1993-05-01,31,Prefer not to say,Single,yhurley@example.com,001-359-351-9936x86739,9451 Brown Green,South Jennifer,GU,97189,USA,Chartered certified accountant,275019,5318873,Conservative,"[""Education Funding"", ""Income Generation"", ""Estate Planning""]",Birth of Child,2023-03-05 02:04:59.058,2023-04-17 01:47:05.808
CL_9E91FF7722,Shawn,Williams,1966-09-09,58,Male,Widowed,inelson@example.net,698-267-5745x03176,31258 Jessica Pass,Sanderschester,MH,71309,USA,Furniture conservator/restorer,104699,1329014,Growth,"[""Home Purchase"", ""Retirement Planning""]",,2023-08-10 13:06:43.379,2023-08-20 10:06:08.666
CL_F5DAB54E13,Peter,Pope,1973-09-24,51,Other,Divorced,fernandeztaylor@example.org,001-886-888-0646,283 Williams Tunnel,Lake Steven,VA,76488,USA,"Programmer, multimedia",368133,8100786,Growth,"[""Tax Optimization"", ""Retirement Planning"", ""Estate Planning""]",Birth of Child,2022-08-07 00:57:28.331,2023-11-20 16:39:44.944
CL_491E1FE2C1,Katrina,Scott,1992-05-12,32,Other,Single,jcoleman@example.net,+1-423-849-4343,0758 Lee Port Apt. 405,North Wendy,PA,81558,USA,"Engineer, control and instrumentation",133413,2974080,Balanced,"[""Home Purchase""]",,2021-12-20 04:40:24.901,2023-03-01 00:26:13.959
